resena_id,restaurante,calificacion,texto
99,Paul's Mcarne Feast Palace,3,Habia mucho ruido y el espacio mal ventilado. El postre cerro la comida de forma muy bueno. La promocion que anuncian no aplicaba al pagar. La terraza estaba cerrada y no avisaron. El lugar estaba limpio y las sillas comodas. El personal es amable y resuelve cualquier duda. La atención en la mesa estuvo pendiente todo el tiempo. Nos cobraron un valor distinto al de la carta.
100,Vegan Island,1,La atención fue distante y poco cortes. Hubo demora en la cocina y nadie nos aviso. El servicio fue mal y tuvimos que llamar varias veces. Pusimos un reclamo y nadie respondió.
101,Paul's Mcarne Feast Palace,4,La iluminación del salon es cálida. La decoracion esta descuidada y la luz muy fuerte. La musica acompana sin tapar la conversacion. El lugar se sentia estrecho y las sillas incomodas. La iluminación del salon es cálida. El postre estaba pésimo y sin gracia. La decoracion y la luz hacen agradable el espacio. La decoracion y la luz hacen agradable el espacio. La iluminación del salon es cálida.
102,Casa Sazon,3,Las verduras estaban frescas y bien condimentadas. El postre estaba flojo y sin gracia. La porción fue pequena para lo que ofrece el menu. Pagamos $18.900 en total.
103,El Pirata del Sabor Vegano,3,La terraza estaba cerrada y no avisaron. El anbiente del lugar es muy bueno y muy acogedor. Las mesas están bien separadas y el sitio es silencioso. La cuenta salió cara y la factura traia cobros que no pedimos. La cuenta fue economica y el valor esta justificado. Esperamos mucho tiempo por la cuenta. Llamen al 601 555 1234 antes de ir.
104,La Terraza del Chico,4,La promocion que anuncian no aplicaba al pagar. La terraza tiene una vista bonita para la tarde. La terraza tiene una vista bonita para la tarde. La atención en la mesa estuvo pendiente todo el tiempo. El espacio es amplio y se siente tranquilo. El lugar se sentia estrecho y las sillas incomodas.
105,Mercado 93,5,El valor de los platos esta por debajo del promedio de la zona. Las verduras estaban frescas y bien condimentadas. La sazón de la casa es lo mejor del menu.
106,Muuu Said the Happy Cow,4,El postre estaba flojo y sin gracia. La porción fue pequena para lo que ofrece el menu. El espacio es amplio y se siente tranquilo. Los ingredientes se sentian frescos y la porción generosa. Pedimos la carne y quedó en su punto exacto. La terraza estaba cerrada y no avisaron. La iluminación del salon es cálida.
107,El Pirata del Sabor Vegano,3,El sabor no corresponde a lo que promete la carta. La terraza tiene una vista bonita para la tarde. La sazón del plato quedó desbalanceada y demasiado salada. La porción fue pequena para lo que ofrece el menu. Probamos el plato picante y el sabor era intenso pero equilibrado. La comida estuvo muy bueno y el sabor de los platos me sorprendió.
108,Vegan Island,3,El personal no estaba pendiente de las mesas. Pusimos un reclamo y nadie respondió. Nos ubicaron en la mesa apenas llegamos. La música acompaña sin tapar la conversacion. El mesero se equivocó con el pedido de la mesa. Esperamos mucho tiempo por la cuenta. El mesero explico el menu con paciencia y fue cortés. La atencion hizo la diferencia en la visita. El mesero se equivocó con el pedido de la mesa. Escribanme a ana.mesa+resenas@gmail.com si quieren la foto.
109,Paul's Mcarne Feast Palace,2,La sazón del plato quedó desbalanceada y demasiado salada. Los precios subieron y ya no es economico. Las verduras estaban frescas y bien condimentadas. Esperamos mucho tiempo por la cuenta. El espacio es amplio y se siente tranquilo. Reservas al 310 555 12 34.
110,La Terraza del Chico,4,El valor de los platos esta por debajo del promedio de la zona. Manejan una promocion de almuerzo que vale la pena. El menu tiene variedad y cada plato mantiene la calidad. La cuenta salió cara y la factura traia cobros que no pedimos. El menu tiene variedad y cada plato mantiene la calidad. Tienen precios claros y la factura llega detallada. El costo no corresponde con la calidad. Pedimos la carne y quedo en su punto exacto.
111,El Pirata del Sabor Vegano,3,Pedimos la carne y quedo en su punto exacto. La promocion que anuncian no aplicaba al pagar. La comida llegó fria y sin sabor. Los ingredientes no se sentian frescos.
112,Muuu Said the Happy Cow,5,La atencion hizo la diferencia en la visita. Nos ubicaron en la mesa apenas llegamos. Los ingredientes no se sentian frescos. La música estaba demasiado alta para conversar. Pedimos la carne y quedó en su punto exacto. Nos ubicaron en la mesa apenas llegamos. El postre estaba regular y sin gracia. Llamen al 310 555 12 34 antes de ir.
113,Muuu Said the Happy Cow,3,Es un lugar económico para el tamano de las porciones. Tienen precios claros y la factura llega detallada. El valor de los platos esta por debajo del promedio de la zona. El precio es excelente para la calidad que ofrecen. Mas fotos en ana.mesa+resenas@gmail.com.
114,Mercado 93,4,La porción fue pequena para lo que ofrece el menu. Nos atendieron rápido y con amabilidad. La sazon del plato quedo desbalanceada y demasiado salada. Nos atendieron rápido y con amabilidad. La atención en la mesa estuvo pendiente todo el tiempo. Tienen presios claros y la factura llega detallada. El plato venia deficiente preparado y la carne seca. Nos atendieron rápido y con amabilidad.
115,Vegan Island,4,EL PRECIO DE LA CARTA ME PARECIO FLOJO PARA LO QUE SIRVEN. LA CUENTA SALIO CARA Y LA FACTURA TRAIA COBROS QUE NO PEDIMOS. MANEJAN UNA PROMOCION DE ALMUERZO QUE VALE LA PENA. EL DESCUENTO DEL DIA DEJA LA CUENTA MUY BARATA. LA CUENTA FUE ECONOMICA Y EL VALOR ESTA JUSTIFICADO. EL PRECIO ES CORRECTO PARA LA CALIDAD QUE OFRECEN.
116,Casa Sazon,4,El precio de la carta me parecio mal para lo que sirven. La iluminación del salon es calida. Pagar aqui se siente razonable por lo que sirven. La espera para que tomaran el pedido fue larga. Tienen precios claros y la factura llega detallada. La atención fue distante y poco cortes. Cobran la propina sin avisar y el valor final sube.
117,La Terraza del Chico,1,"La decoración y la luz hacen agradable el espacio. La promocion que anuncian no aplicaba al pagar. El sitio no estaba limpio cuando llegamos. El costo no corresponde con la calidad. El sitio no estaba limpio cuando llegamos. Vale 40 mil, ojo con eso."
118,Paul's Mcarne Feast Palace,2,La cuenta salió cara y la factura traia cobros que no pedimos. Los presios subieron y ya no es económico. Manejan una promocion de almuerzo que vale la pena. El precio es muy bueno para la calidad que ofrecen. El valor de los platos esta por debajo del promedio de la zona. Tomaron el pedido rápido y llegó sin errores.
119,Muuu Said the Happy Cow,3,LA SAZÓN DEL PLATO QUEDO DESBALANCEADA Y DEMASIADO SALADA. LOS INGREDIENTES NO SE SENTIAN FRESCOS. EL ESPACIO ES AMPLIO Y SE SIENTE TRANQUILO.!!!
120,Casa Sazon,3,El ambiente del lugar es delicioso y muy acogedor. El mesero explicó el menu con paciencia y fue cortés. La música estaba demasiado alta para conversar. El ambiente era regular por el ruido de la calle. El ambiente del lugar es muy bueno y muy acogedor. La música estaba demasiado alta para conversar. La música acompaña sin tapar la conversacion.
121,Vegan Island,5,La presentacion del plato acompaña el sabor. Pedimos la carne y quedo en su punto exacto. Nos ubicaron en la mesa apenas llegamos. La sazon de la casa es lo mejor del menu. Nos atendieron rapido y con amabilidad.
122,El Pirata del Sabor Vegano,4,La promocion que anuncian no aplicaba al pagar. El precio de la carta me parecio regular para lo que sirven. Es un lugar economico para el tamaño de las porciones. El valor de los platos esta por debajo del promedio de la zona. La cuenta salió cara y la factura traia cobros que no pedimos. La cuenta fue economica y el valor esta justificado. El valor de los platos esta por debajo del promedio de la zona. El precio de la carta me parecio regular para lo que sirven. El descuento del dia deja la cuenta muy barata.
123,La Verdura Inquieta,4,"El valor de los platos esta por debajo del promedio de la zona. La sazón de la casa es lo mejor del menu. Pedimos la carne y quedó en su punto exacto. El plato principal llegó bien preparado y con una sazón excelente. La porción fue pequena para lo que ofrece el menu. Los ingredientes no se sentian frescos. Vale 25 mil, ojo con eso."
124,La Verdura Inquieta,3,Es un lugar económico para el tamaño de las porciones. Nos cobraron un valor distinto al de la carta. El servicio fue correcto y el mesero muy atento. Habia mucho ruido y el espacio mal ventilado.
125,Vegan Island,3,El precio de la carta me parecio mal para lo que sirven. Habia mucho ruido y el espacio mal ventilado. La terraza estaba cerrada y no avisaron. Pagar aqui se siente razonable por lo que sirven. El lugar estaba limpio y las sillas comodas. La decoración y la luz hacen agradable el espacio.
126,La Verdura Inquieta,3,El personal es amable y resuelve cualquier duda. El menu tiene variedad y cada plato mantiene la calidad. La espera para que tomaran el pedido fue larga. Pusimos un reclamo y nadie respondió. El mesero se equivocó con el pedido de la mesa. Nos ubicaron en la mesa apenas llegamos. La espera para que tomaran el pedido fue larga.
127,Vegan Island,4,El menu tiene variedad y cada plato mantiene la calidad. El sabor no corresponde a lo que promete la carta. La sazón de la casa es lo mejor del menu. El sabor no corresponde a lo que promete la carta. El menu tiene variedad y cada plato mantiene la calidad. Nos cobraron un valor distinto al de la carta. Pedimos la carne y quedó en su punto exacto.!!!
128,Mercado 93,4,Los ingredientes no se sentian frescos. La presentación del plato acompaña el sabor. La terraza tiene una vista bonita para la tarde.
129,La Terraza del Chico,3,ES UN LUGAR ECONÓMICO PARA EL TAMAÑO DE LAS PORCIONES. EL MESERO EXPLICÓ EL MENU CON PACIENCIA Y FUE CORTES. EL PERSONAL NO ESTABA PENDIENTE DE LAS MESAS. TIENEN PRESIOS CLAROS Y LA FACTURA LLEGA DETALLADA.
130,Casa Sazon,4,"El mesero reviso el pedido antes de traerlo. El personal es amable y resuelve cualquier duda. El mesero explicó el menu con paciencia y fue cortés. El personal no estaba pendiente de las mesas. La atencion hizo la diferencia en la visita. El mesero explicó el menu con paciencia y fue cortés. El mesero reviso el pedido antes de traerlo. El servicio fue muy bueno y el mesero muy atento. La atencion en la mesa estuvo pendiente todo el tiempo. Vale 60 mil, ojo con eso."
131,Muuu Said the Happy Cow,3,La comida llego fria y sin sabor. El lugar se sentia estrecho y las sillas incomodas. La música acompaña sin tapar la conversacion. El lugar estaba limpio y las sillas comodas. La comida estuvo delicioso y el sabor de los platos me sorprendió. El sitio no estaba limpio cuando llegamos. El lugar se sentia estrecho y las sillas incomodas. Habia mucho ruido y el espacio mal ventilado. El ambiente del lugar es correcto y muy acogedor. Llamen al 601 555 1234 antes de ir.
132,Vegan Island,5,Tienen precios claros y la factura llega detallada. El plato principal llegó bien preparado y con una sazon correcto. El precio es delicioso para la calidad que ofrecen. Pagamos mucho por una porcion pequena. Los precios subieron y ya no es economico. La presentación del plato acompaña el sabor. La comida estuvo delicioso y el sabor de los platos me sorprendió. Cobran la propina sin avisar y el valor final sube. El precio de la carta me parecio pésimo para lo que sirven.
133,La Verdura Inquieta,3,Habia mucho ruido y el espacio mal ventilado. La terraza tiene una vista bonita para la tarde. El servicio fue excelente y el mesero muy atento.
134,Paul's Mcarne Feast Palace,3,La música estaba demasiado alta para conversar. Las mesas están bien separadas y el sitio es silencioso. La música estaba demasiado alta para conversar. El lugar se sentia estrecho y las sillas incomodas. Pagar aqui se siente razonable por lo que sirven. El costo no corresponde con la calidad. La espera para que tomaran el pedido fue larga. Tienen precios claros y la factura llega detallada. Los precios subieron y ya no es economico. Mas fotos en ana.mesa+resenas@gmail.com.
135,El Pirata del Sabor Vegano,2,La porción fue pequena para lo que ofrece el menu. La terraza estaba cerrada y no avisaron. Pedimos verduras y llegaron recalentadas. El costo no corresponde con la calidad. La cuenta fue de $9.800.
136,Casa Sazon,4,La porción fue pequena para lo que ofrece el menu. Pusimos un reclamo y nadie respondió. La presentación del plato acompaña el sabor. Los ingredientes se sentian frescos y la porción generosa. Probamos el plato picante y el sabor era intenso pero equilibrado. Los ingredientes se sentian frescos y la porción generosa. La comida estuvo excelente y el sabor de los platos me sorprendio.
137,La Verdura Inquieta,3,El lugar se sentia estrecho y las sillas incomodas. La música acompana sin tapar la conversacion. El anbiente era pesimo por el ruido de la calle. El espacio es amplio y se siente tranquilo. El espacio es amplio y se siente tranquilo. El lugar estaba limpio y las sillas comodas. El lugar estaba limpio y las sillas comodas. Escribanme a ana.mesa+resenas@gmail.com si quieren la foto.
138,Paul's Mcarne Feast Palace,4,Los precios subieron y ya no es económico. Manejan una promocion de almuerzo que vale la pena. El ambiente del lugar es delicioso y muy acogedor. Nos cobraron un valor distinto al de la carta. El precio es excelente para la calidad que ofrecen. La cuenta salió cara y la factura traia cobros que no pedimos. El valor de los platos esta por debajo del promedio de la zona. Las mesas están bien separadas y el sitio es silencioso. Las mesas están bien separadas y el sitio es silencioso.
